entry,at,order
"Player stacks: #1 ""AP @ QgKoltaull"" (162.50) | #6 ""Mikky @ GcqIA4bYed"" (183.12) | #8 ""SamM @ p5lp-8y_RR"" (64.63) | #10 ""Douglas @ dH7QCutUI5"" (119.75)",2023-08-22T03:59:11.409Z,169267675140901
"-- starting hand #126 (id: 42evdcf8dy8a)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T03:59:11.409Z,169267675140900
"-- ending hand #125 --",2023-08-22T03:59:03.392Z,169267674339202
"""Douglas @ dH7QCutUI5"" collected 64.63 from pot with Flush, Ad High on the second run  (combination: A♦, K♦, Q♦, 10♦, 7♦)",2023-08-22T03:59:03.392Z,169267674339201
"""SamM @ p5lp-8y_RR"" collected 64.63 from pot with Pair, A's (combination: A♥, A♦, Q♥, J♠, 9♥)",2023-08-22T03:59:03.392Z,169267674339200
"River (second run): Q♥, 7♦, A♦, 3♣ [K♦]",2023-08-22T03:58:59.347Z,169267673934700
"River: Q♥, 7♦, A♦, 3♣ [9♥]",2023-08-22T03:58:55.269Z,169267673526900
"""Douglas @ dH7QCutUI5"" shows a 10♦, Q♦.",2023-08-22T03:58:51.260Z,169267673126001
"""SamM @ p5lp-8y_RR"" shows a J♠, A♥.",2023-08-22T03:58:51.260Z,169267673126000
"All players in hand choose to run it twice.",2023-08-22T03:58:50.406Z,169267673040601
"""SamM @ p5lp-8y_RR"" chooses to  run it twice.",2023-08-22T03:58:50.406Z,169267673040600
"""Douglas @ dH7QCutUI5"" chooses to  run it twice.",2023-08-22T03:58:49.137Z,169267672913700
"Remaining players decide whether to run it twice.",2023-08-22T03:58:49.095Z,169267672909501
"""SamM @ p5lp-8y_RR"" calls 30.63 and go all in",2023-08-22T03:58:49.095Z,169267672909500
"""Douglas @ dH7QCutUI5"" bets 30.63",2023-08-22T03:58:48.153Z,169267672815300
"Turn: Q♥, 7♦, A♦ [3♣]",2023-08-22T03:58:45.446Z,169267672544600
"""SamM @ p5lp-8y_RR"" calls 23.00",2023-08-22T03:58:44.615Z,169267672461500
"""Douglas @ dH7QCutUI5"" raises to 23.00",2023-08-22T03:58:39.161Z,169267671916100
"""SamM @ p5lp-8y_RR"" bets 7.00",2023-08-22T03:58:29.428Z,169267670942800
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T03:58:26.983Z,169267670698300
"Flop:  [Q♥, 7♦, A♦]",2023-08-22T03:58:23.942Z,169267670394200
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:58:23.093Z,169267670309300
"""AP @ QgKoltaull"" folds",2023-08-22T03:58:14.021Z,169267669402100
"""Douglas @ dH7QCutUI5"" calls 9.00",2023-08-22T03:58:13.169Z,169267669316900
"""SamM @ p5lp-8y_RR"" raises to 9.00",2023-08-22T03:58:09.690Z,169267668969000
"""Mikky @ GcqIA4bYed"" raises to 3.00",2023-08-22T03:58:07.217Z,169267668721700
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T03:58:03.328Z,169267668332807
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T03:58:03.328Z,169267668332806
"Your hand is 10♦, Q♦",2023-08-22T03:58:03.328Z,169267668332805
"Player stacks: #1 ""AP @ QgKoltaull"" (163.50) | #6 ""Mikky @ GcqIA4bYed"" (186.12) | #8 ""SamM @ p5lp-8y_RR"" (62.63) | #10 ""Douglas @ dH7QCutUI5"" (117.75)",2023-08-22T03:58:03.328Z,169267668332801
"-- starting hand #125 (id: cmcdjb392vds)  (No Limit Texas Hold'em) (dealer: ""SamM @ p5lp-8y_RR"") --",2023-08-22T03:58:03.328Z,169267668332800
"-- ending hand #124 --",2023-08-22T03:58:00.365Z,169267668036502
"""Mikky @ GcqIA4bYed"" collected 21.50 from pot",2023-08-22T03:58:00.365Z,169267668036501
"Uncalled bet of 16.12 returned to ""Mikky @ GcqIA4bYed""",2023-08-22T03:58:00.365Z,169267668036500
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:57:59.535Z,169267667953500
"""Mikky @ GcqIA4bYed"" bets 16.12",2023-08-22T03:57:58.245Z,169267667824500
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T03:57:41.125Z,169267666112500
"Turn: 9♣, 2♠, 4♥ [10♦]",2023-08-22T03:57:29.178Z,169267664917800
"""Mikky @ GcqIA4bYed"" calls 7.50",2023-08-22T03:57:28.319Z,169267664831900
"""Douglas @ dH7QCutUI5"" raises to 7.50",2023-08-22T03:57:17.586Z,169267663758600
"""Mikky @ GcqIA4bYed"" bets 2.50",2023-08-22T03:57:08.608Z,169267662860800
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T03:57:01.410Z,169267662141000
"Flop:  [9♣, 2♠, 4♥]",2023-08-22T03:56:59.795Z,169267661979500
"""Douglas @ dH7QCutUI5"" calls 3.00",2023-08-22T03:56:58.978Z,169267661897800
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:56:50.444Z,169267661044400
"""Mikky @ GcqIA4bYed"" raises to 3.00",2023-08-22T03:56:49.525Z,169267660952500
"""AP @ QgKoltaull"" folds",2023-08-22T03:56:45.047Z,169267660504700
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T03:56:41.549Z,169267660154907
"""SamM @ p5lp-8y_RR"" posts a small blind of 0.50",2023-08-22T03:56:41.549Z,169267660154906
"Your hand is 3♣, 7♣",2023-08-22T03:56:41.549Z,169267660154905
"Player stacks: #1 ""AP @ QgKoltaull"" (163.50) | #6 ""Mikky @ GcqIA4bYed"" (175.12) | #8 ""SamM @ p5lp-8y_RR"" (63.13) | #10 ""Douglas @ dH7QCutUI5"" (128.25)",2023-08-22T03:56:41.549Z,169267660154901
"-- starting hand #124 (id: r743mnvnssez)  (No Limit Texas Hold'em) (dealer: ""Mikky @ GcqIA4bYed"") --",2023-08-22T03:56:41.549Z,169267660154900
"-- ending hand #123 --",2023-08-22T03:56:35.540Z,169267659554004
"""Mikky @ GcqIA4bYed"" collected 55.50 from pot with Two Pair, Q's & J's (combination: Q♠, Q♥, J♠, J♦, K♦)",2023-08-22T03:56:35.540Z,169267659554003
"""Mikky @ GcqIA4bYed"" shows a J♠, Q♠.",2023-08-22T03:56:35.540Z,169267659554002
"""AP @ QgKoltaull"" collected 55.50 from pot with Two Pair, Q's & J's (combination: Q♣, Q♥, J♥, J♦, K♦)",2023-08-22T03:56:35.540Z,169267659554001
"""AP @ QgKoltaull"" shows a Q♣, J♥.",2023-08-22T03:56:35.540Z,169267659554000
"""Mikky @ GcqIA4bYed"" calls 37.00",2023-08-22T03:56:34.713Z,169267659471300
"""AP @ QgKoltaull"" bets 37.00",2023-08-22T03:55:54.259Z,169267655425900
"""Mikky @ GcqIA4bYed"" checks",2023-08-22T03:55:47.871Z,169267654787100
"River: J♦, Q♥, K♦, 3♣ [4♦]",2023-08-22T03:55:46.882Z,169267654688200
"""Mikky @ GcqIA4bYed"" calls 14.00",2023-08-22T03:55:46.044Z,169267654604400
"""AP @ QgKoltaull"" raises to 14.00",2023-08-22T03:55:41.375Z,169267654137500
"""Mikky @ GcqIA4bYed"" bets 6.75",2023-08-22T03:55:34.588Z,169267653458800
"Turn: J♦, Q♥, K♦ [3♣]",2023-08-22T03:55:29.268Z,169267652926800
"""AP @ QgKoltaull"" calls 3.00",2023-08-22T03:55:28.454Z,169267652845400
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:55:24.486Z,169267652448600
"""Mikky @ GcqIA4bYed"" raises to 3.00",2023-08-22T03:55:23.537Z,169267652353700
"""AP @ QgKoltaull"" bets 1.00",2023-08-22T03:55:16.238Z,169267651623800
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:55:14.099Z,169267651409900
"""Mikky @ GcqIA4bYed"" checks",2023-08-22T03:55:13.158Z,169267651315800
"Flop:  [J♦, Q♥, K♦]",2023-08-22T03:55:11.117Z,169267651111700
"""SamM @ p5lp-8y_RR"" checks",2023-08-22T03:55:10.278Z,169267651027800
"""Mikky @ GcqIA4bYed"" calls 1.00",2023-08-22T03:55:09.356Z,169267650935600
"""AP @ QgKoltaull"" calls 1.00",2023-08-22T03:54:59.710Z,169267649971000
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:54:53.254Z,169267649325400
"""SamM @ p5lp-8y_RR"" posts a big blind of 1.00",2023-08-22T03:54:51.029Z,169267649102907
"""Mikky @ GcqIA4bYed"" posts a small blind of 0.50",2023-08-22T03:54:51.029Z,169267649102906
"Your hand is 10♦, 3♠",2023-08-22T03:54:51.029Z,169267649102905
"Player stacks: #1 ""AP @ QgKoltaull"" (163.00) | #6 ""Mikky @ GcqIA4bYed"" (174.62) | #8 ""SamM @ p5lp-8y_RR"" (64.13) | #10 ""Douglas @ dH7QCutUI5"" (128.25)",2023-08-22T03:54:51.029Z,169267649102901
"-- starting hand #123 (id: rb6jl2csofc0)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T03:54:51.029Z,169267649102900
"""AP @ QgKoltaull"" shows a A♦, Q♣.",2023-08-22T03:54:48.675Z,169267648867500
"-- ending hand #122 --",2023-08-22T03:54:47.355Z,169267648735502
"""AP @ QgKoltaull"" collected 78.50 from pot",2023-08-22T03:54:47.355Z,169267648735501
"Uncalled bet of 40.00 returned to ""AP @ QgKoltaull""",2023-08-22T03:54:47.355Z,169267648735500
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:54:46.452Z,169267648645200
"""AP @ QgKoltaull"" bets 40.00",2023-08-22T03:54:25.881Z,169267646588100
"River: 10♥, 5♦, 4♦, 7♦ [A♣]",2023-08-22T03:54:01.859Z,169267644185900
"""Mikky @ GcqIA4bYed"" calls 24.00",2023-08-22T03:54:01.007Z,169267644100700
"""AP @ QgKoltaull"" bets 24.00",2023-08-22T03:53:48.616Z,169267642861600
"Turn: 10♥, 5♦, 4♦ [7♦]",2023-08-22T03:53:36.861Z,169267641686100
"""Mikky @ GcqIA4bYed"" calls 8.00",2023-08-22T03:53:36.003Z,169267641600300
"""AP @ QgKoltaull"" bets 8.00",2023-08-22T03:53:32.747Z,169267641274700
"Flop:  [10♥, 5♦, 4♦]",2023-08-22T03:53:27.773Z,169267640777300
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:53:26.944Z,169267640694400
"""Mikky @ GcqIA4bYed"" calls 6.00",2023-08-22T03:53:26.056Z,169267640605600
"""AP @ QgKoltaull"" raises to 6.00",2023-08-22T03:53:22.745Z,169267640274500
"""Douglas @ dH7QCutUI5"" raises to 2.50",2023-08-22T03:53:18.902Z,169267639890200
"""SamM @ p5lp-8y_RR"" folds",2023-08-22T03:53:16.986Z,169267639698600
"""Mikky @ GcqIA4bYed"" posts a big blind of 1.00",2023-08-22T03:53:16.088Z,169267639608807
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T03:53:16.088Z,169267639608806
"Your hand is 10♦, 6♣",2023-08-22T03:53:16.088Z,169267639608805
"Player stacks: #1 ""AP @ QgKoltaull"" (122.50) | #6 ""Mikky @ GcqIA4bYed"" (212.62) | #8 ""SamM @ p5lp-8y_RR"" (64.13) | #10 ""Douglas @ dH7QCutUI5"" (130.75)",2023-08-22T03:53:16.088Z,169267639608801
"-- starting hand #122 (id: wrty3ggqwdfd)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T03:53:16.088Z,169267639608800
"-- ending hand #121 --",2023-08-22T03:53:13.093Z,169267639309302
"""SamM @ p5lp-8y_RR"" collected 2.50 from pot",2023-08-22T03:53:13.093Z,169267639309301
"Uncalled bet of 2.00 returned to ""SamM @ p5lp-8y_RR""",2023-08-22T03:53:13.093Z,169267639309300
"""AP @ QgKoltaull"" folds",2023-08-22T03:53:12.268Z,169267639226800
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T03:53:11.328Z,169267639132800
"""SamM @ p5lp-8y_RR"" raises to 3.00",2023-08-22T03:53:10.429Z,169267639042900
"""Mikky @ GcqIA4bYed"" folds",2023-08-22T03:53:08.817Z,169267638881700
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T03:53:07.782Z,169267638778207
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T03:53:07.782Z,169267638778206
"Your hand is 4♥, 2♠",2023-08-22T03:53:07.782Z,169267638778205
