entry,at,order
"Turn: 3♦, 7♥, 5♦ [4♠]",2023-08-22T05:16:15.073Z,169268137507300
"""Actionjackson @ 0OGSYDkE-B"" calls 4.75",2023-08-22T05:16:14.260Z,169268137426000
"""Douglas @ dH7QCutUI5"" bets 4.75",2023-08-22T05:16:12.879Z,169268137287900
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:16:10.087Z,169268137008700
"Flop:  [3♦, 7♥, 5♦]",2023-08-22T05:16:06.266Z,169268136626600
"""Actionjackson @ 0OGSYDkE-B"" calls 4.00",2023-08-22T05:16:05.394Z,169268136539400
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:16:03.974Z,169268136397400
"""Idealized @ gU55YqI6kt"" folds",2023-08-22T05:16:00.726Z,169268136072600
"""Douglas @ dH7QCutUI5"" raises to 4.00",2023-08-22T05:15:54.142Z,169268135414200
"""Actionjackson @ 0OGSYDkE-B"" calls 1.00",2023-08-22T05:15:51.064Z,169268135106400
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:15:48.952Z,169268134895207
"""Idealized @ gU55YqI6kt"" posts a small blind of 0.50",2023-08-22T05:15:48.952Z,169268134895206
"Your hand is A♦, J♦",2023-08-22T05:15:48.952Z,169268134895204
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (174.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (245.10) | #7 ""Douglas @ dH7QCutUI5"" (151.30) | #9 ""Idealized @ gU55YqI6kt"" (119.00)",2023-08-22T05:15:48.952Z,169268134895201
"-- starting hand #242 (id: 4c9ckzml26na)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:15:48.952Z,169268134895200
"-- ending hand #241 --",2023-08-22T05:15:46.037Z,169268134603702
"""Hovz @ HXcCbLW4VE"" collected 2.50 from pot",2023-08-22T05:15:46.037Z,169268134603701
"Uncalled bet of 1.50 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T05:15:46.037Z,169268134603700
"""Idealized @ gU55YqI6kt"" folds",2023-08-22T05:15:45.173Z,169268134517300
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:15:41.948Z,169268134194800
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:15:41.100Z,169268134110000
"""Hovz @ HXcCbLW4VE"" raises to 2.50",2023-08-22T05:15:35.252Z,169268133525200
"""Idealized @ gU55YqI6kt"" posts a big blind of 1.00",2023-08-22T05:15:30.017Z,169268133001707
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:15:30.017Z,169268133001706
"Your hand is 4♣, K♦",2023-08-22T05:15:30.017Z,169268133001704
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (172.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (245.10) | #7 ""Douglas @ dH7QCutUI5"" (151.80) | #9 ""Idealized @ gU55YqI6kt"" (120.00)",2023-08-22T05:15:30.017Z,169268133001701
"-- starting hand #241 (id: gi3hugdgzoi1)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:15:30.017Z,169268133001700
"-- ending hand #240 --",2023-08-22T05:15:27.088Z,169268132708802
"""Actionjackson @ 0OGSYDkE-B"" collected 30.00 from pot",2023-08-22T05:15:27.088Z,169268132708801
"Uncalled bet of 25.00 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:15:27.088Z,169268132708800
"""Idealized @ gU55YqI6kt"" folds",2023-08-22T05:15:26.186Z,169268132618600
"""Actionjackson @ 0OGSYDkE-B"" bets 25.00",2023-08-22T05:15:24.872Z,169268132487200
"River: K♣, Q♥, K♦, 9♣ [4♠]",2023-08-22T05:15:19.154Z,169268131915400
"""Idealized @ gU55YqI6kt"" calls 10.00",2023-08-22T05:15:18.297Z,169268131829700
"""Actionjackson @ 0OGSYDkE-B"" raises to 10.00",2023-08-22T05:15:10.632Z,169268131063200
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:15:02.994Z,169268130299400
"""Idealized @ gU55YqI6kt"" bets 4.00",2023-08-22T05:14:59.921Z,169268129992100
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:14:52.948Z,169268129294800
"Turn: K♣, Q♥, K♦ [9♣]",2023-08-22T05:14:49.510Z,169268128951000
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:14:48.660Z,169268128866000
"""Idealized @ gU55YqI6kt"" checks",2023-08-22T05:14:46.753Z,169268128675300
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:14:41.383Z,169268128138300
"Flop:  [K♣, Q♥, K♦]",2023-08-22T05:14:33.362Z,169268127336200
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:14:32.527Z,169268127252700
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:14:31.612Z,169268127161200
"""Hovz @ HXcCbLW4VE"" calls 3.00",2023-08-22T05:14:24.896Z,169268126489600
"""Idealized @ gU55YqI6kt"" raises to 3.00",2023-08-22T05:14:23.154Z,169268126315400
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:14:19.187Z,169268125918707
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:14:19.187Z,169268125918706
"Your hand is 2♥, K♠",2023-08-22T05:14:19.187Z,169268125918704
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (175.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (228.10) | #7 ""Douglas @ dH7QCutUI5"" (152.80) | #9 ""Idealized @ gU55YqI6kt"" (133.00)",2023-08-22T05:14:19.187Z,169268125918701
"-- starting hand #240 (id: iw3po7evfj6l)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:14:19.187Z,169268125918700
"-- ending hand #239 --",2023-08-22T05:14:16.259Z,169268125625902
"""Hovz @ HXcCbLW4VE"" collected 3.50 from pot",2023-08-22T05:14:16.259Z,169268125625901
"Uncalled bet of 2.00 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T05:14:16.259Z,169268125625900
"""Idealized @ gU55YqI6kt"" folds",2023-08-22T05:14:15.433Z,169268125543300
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:14:13.367Z,169268125336700
"""Hovz @ HXcCbLW4VE"" raises to 3.00",2023-08-22T05:14:07.165Z,169268124716500
"""Idealized @ gU55YqI6kt"" checks",2023-08-22T05:14:03.085Z,169268124308500
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:13:53.901Z,169268123390100
"""Idealized @ gU55YqI6kt"" posts a missed big blind of 1.00",2023-08-22T05:13:52.873Z,169268123287310
"""Idealized @ gU55YqI6kt"" posts a missing small blind of 0.50",2023-08-22T05:13:52.873Z,169268123287309
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:13:52.873Z,169268123287308
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:13:52.873Z,169268123287307
"Your hand is 4♠, J♣",2023-08-22T05:13:52.873Z,169268123287305
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (173.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (229.10) | #7 ""Douglas @ dH7QCutUI5"" (152.80) | #9 ""Idealized @ gU55YqI6kt"" (134.50)",2023-08-22T05:13:52.873Z,169268123287302
"-- starting hand #239 (id: yvmbrfall4sk)  (No Limit Texas Hold'em) (dead button) --",2023-08-22T05:13:52.873Z,169268123287301
"The player ""Idealized @ gU55YqI6kt"" joined the game with a stack of 134.50.",2023-08-22T05:13:52.873Z,169268123287300
"-- ending hand #238 --",2023-08-22T05:13:49.934Z,169268122993402
"""Hovz @ HXcCbLW4VE"" collected 0.00 from pot",2023-08-22T05:13:49.934Z,169268122993401
"Uncalled bet of 1.00 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T05:13:49.934Z,169268122993400
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:13:49.105Z,169268122910500
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:13:48.258Z,169268122825800
"The player ""Idealized @ gU55YqI6kt"" sit back with the stack of 134.50.",2023-08-22T05:13:39.788Z,169268121978800
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:13:17.634Z,169268119763407
"Dead Small Blind",2023-08-22T05:13:17.634Z,169268119763406
"Your hand is 4♥, Q♣",2023-08-22T05:13:17.634Z,169268119763405
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (173.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (229.10) | #7 ""Douglas @ dH7QCutUI5"" (152.80)",2023-08-22T05:13:17.634Z,169268119763402
"-- starting hand #238 (id: bfdeqd9v4wji)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:13:17.634Z,169268119763401
"The player ""AP @ QgKoltaull"" quits the game with a stack of 0.00.",2023-08-22T05:13:17.634Z,169268119763400
"-- ending hand #237 --",2023-08-22T05:13:11.623Z,169268119162302
"""Douglas @ dH7QCutUI5"" collected 84.40 from pot with Full House, K's over J's (combination: K♥, K♣, K♦, J♦, J♥)",2023-08-22T05:13:11.623Z,169268119162301
"""Douglas @ dH7QCutUI5"" collected 68.40 from pot with Full House, K's over J's (combination: K♥, K♣, K♦, J♦, J♥)",2023-08-22T05:13:11.623Z,169268119162300
"River: J♦, K♦, 2♦, 7♦ [J♥]",2023-08-22T05:13:07.550Z,169268118755000
"Turn: J♦, K♦, 2♦ [7♦]",2023-08-22T05:13:03.540Z,169268118354000
"Flop:  [J♦, K♦, 2♦]",2023-08-22T05:12:59.527Z,169268117952700
"""Douglas @ dH7QCutUI5"" shows a K♥, K♣.",2023-08-22T05:12:55.432Z,169268117543202
"""Actionjackson @ 0OGSYDkE-B"" shows a 10♦, A♣.",2023-08-22T05:12:55.432Z,169268117543201
"""AP @ QgKoltaull"" shows a 8♥, 7♣.",2023-08-22T05:12:55.432Z,169268117543200
"Some players choose to not run it twice.",2023-08-22T05:12:54.621Z,169268117462101
"""Actionjackson @ 0OGSYDkE-B"" chooses to not run it twice.",2023-08-22T05:12:54.621Z,169268117462100
"""AP @ QgKoltaull"" chooses to  run it twice.",2023-08-22T05:12:54.551Z,169268117455100
"""Douglas @ dH7QCutUI5"" chooses to  run it twice.",2023-08-22T05:12:53.427Z,169268117342700
"Remaining players decide whether to run it twice.",2023-08-22T05:12:53.362Z,169268117336201
"""Actionjackson @ 0OGSYDkE-B"" calls 65.00",2023-08-22T05:12:53.362Z,169268117336200
"""Douglas @ dH7QCutUI5"" raises to 65.00 and go all in",2023-08-22T05:12:33.293Z,169268115329300
"""Actionjackson @ 0OGSYDkE-B"" calls 22.80",2023-08-22T05:12:24.078Z,169268114407800
"""AP @ QgKoltaull"" raises to 22.80 and go all in",2023-08-22T05:12:18.781Z,169268113878100
"""Douglas @ dH7QCutUI5"" calls 3.00",2023-08-22T05:12:13.775Z,169268113377500
"""Actionjackson @ 0OGSYDkE-B"" raises to 3.00",2023-08-22T05:12:11.796Z,169268113179600
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:12:07.340Z,169268112734000
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T05:12:05.892Z,169268112589207
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:12:05.892Z,169268112589206
"Your hand is K♥, K♣",2023-08-22T05:12:05.892Z,169268112589205
"Player stacks: #1 ""AP @ QgKoltaull"" (22.80) | #2 ""Hovz @ HXcCbLW4VE"" (173.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (294.10) | #7 ""Douglas @ dH7QCutUI5"" (65.00)",2023-08-22T05:12:05.892Z,169268112589201
"-- starting hand #237 (id: el1jvnkvfgug)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:12:05.892Z,169268112589200
"""Douglas @ dH7QCutUI5"" shows a 9♣, 6♦.",2023-08-22T05:11:59.665Z,169268111966500
"-- ending hand #236 --",2023-08-22T05:11:59.377Z,169268111937701
"""AP @ QgKoltaull"" collected 22.80 from pot with Pair, A's (combination: A♣, A♠, 9♠, 8♣, 6♣)",2023-08-22T05:11:59.377Z,169268111937700
"River: 6♣, 3♣, 2♠, 9♠ [A♠]",2023-08-22T05:11:55.358Z,169268111535800
"Turn: 6♣, 3♣, 2♠ [9♠]",2023-08-22T05:11:51.280Z,169268111128000
"Flop:  [6♣, 3♣, 2♠]",2023-08-22T05:11:47.273Z,169268110727300
"""Actionjackson @ 0OGSYDkE-B"" shows a K♥, K♦.",2023-08-22T05:11:43.269Z,169268110326902
"""AP @ QgKoltaull"" shows a A♣, 8♣.",2023-08-22T05:11:43.269Z,169268110326901
"Uncalled bet of 19.10 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:11:43.269Z,169268110326900
"Some players choose to not run it twice.",2023-08-22T05:11:42.437Z,169268110243701
"""Actionjackson @ 0OGSYDkE-B"" chooses to not run it twice.",2023-08-22T05:11:42.437Z,169268110243700
"Remaining players decide whether to run it twice.",2023-08-22T05:11:39.629Z,169268109962901
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:11:39.629Z,169268109962900
"""Actionjackson @ 0OGSYDkE-B"" raises to 30.00",2023-08-22T05:11:38.724Z,169268109872400
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:11:29.112Z,169268108911200
"""AP @ QgKoltaull"" raises to 10.90 and go all in",2023-08-22T05:11:28.084Z,169268108808400
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:11:25.366Z,169268108536607
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:11:25.366Z,169268108536606
"Your hand is 9♣, 6♦",2023-08-22T05:11:25.366Z,169268108536605
"Player stacks: #1 ""AP @ QgKoltaull"" (10.90) | #2 ""Hovz @ HXcCbLW4VE"" (173.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (305.00) | #7 ""Douglas @ dH7QCutUI5"" (66.00)",2023-08-22T05:11:25.366Z,169268108536601
"-- starting hand #236 (id: k7olknce1bie)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:11:25.366Z,169268108536600
"-- ending hand #235 --",2023-08-22T05:11:22.431Z,169268108243102
"""Actionjackson @ 0OGSYDkE-B"" collected 58.00 from pot",2023-08-22T05:11:22.431Z,169268108243101
"Uncalled bet of 40.00 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:11:22.431Z,169268108243100
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:11:21.591Z,169268108159100
"""Actionjackson @ 0OGSYDkE-B"" raises to 50.00",2023-08-22T05:11:19.275Z,169268107927500
"""Hovz @ HXcCbLW4VE"" bets 10.00",2023-08-22T05:11:05.514Z,169268106551400
"River: K♠, 4♦, 5♠, A♣ [10♣]",2023-08-22T05:10:54.866Z,169268105486600
"""Hovz @ HXcCbLW4VE"" calls 14.00",2023-08-22T05:10:54.043Z,169268105404300
"""Actionjackson @ 0OGSYDkE-B"" raises to 14.00",2023-08-22T05:10:51.762Z,169268105176200
"""Hovz @ HXcCbLW4VE"" bets 4.00",2023-08-22T05:10:45.945Z,169268104594500
"Turn: K♠, 4♦, 5♠ [A♣]",2023-08-22T05:10:40.142Z,169268104014200
"""Actionjackson @ 0OGSYDkE-B"" calls 2.00",2023-08-22T05:10:39.299Z,169268103929900
"""Hovz @ HXcCbLW4VE"" bets 2.00",2023-08-22T05:10:37.339Z,169268103733900
"Flop:  [K♠, 4♦, 5♠]",2023-08-22T05:10:34.240Z,169268103424000
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:10:33.333Z,169268103333300
"""Hovz @ HXcCbLW4VE"" raises to 3.00",2023-08-22T05:10:32.054Z,169268103205400
"""AP @ QgKoltaull"" folds",2023-08-22T05:10:28.275Z,169268102827500
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:10:25.291Z,169268102529100
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:10:22.857Z,169268102285707
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:10:22.857Z,169268102285706
"Your hand is 2♥, 5♥",2023-08-22T05:10:22.857Z,169268102285705
"Player stacks: #1 ""AP @ QgKoltaull"" (10.90) | #2 ""Hovz @ HXcCbLW4VE"" (202.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (276.00) | #7 ""Douglas @ dH7QCutUI5"" (66.00)",2023-08-22T05:10:22.857Z,169268102285701
"-- starting hand #235 (id: 2w2dhze7ldrm)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T05:10:22.857Z,169268102285700
"-- ending hand #234 --",2023-08-22T05:10:14.835Z,169268101483502
"""Hovz @ HXcCbLW4VE"" collected 101.00 from pot with Three of a Kind, 8's on the second run  (combination: 8♦, 8♠, 8♣, A♥, K♦)",2023-08-22T05:10:14.835Z,169268101483501
"""Hovz @ HXcCbLW4VE"" collected 101.00 from pot with Three of a Kind, 8's (combination: 8♦, 8♠, 8♣, A♥, K♦)",2023-08-22T05:10:14.835Z,169268101483500
"River (second run): 8♠, 8♣, K♦, J♥ [9♣]",2023-08-22T05:10:10.816Z,169268101081600
"River: 8♠, 8♣, K♦, J♥ [6♥]",2023-08-22T05:10:06.798Z,169268100679800
"""Hovz @ HXcCbLW4VE"" shows a A♥, 8♦.",2023-08-22T05:10:02.742Z,169268100274201
"""AP @ QgKoltaull"" shows a 10♣, K♥.",2023-08-22T05:10:02.742Z,169268100274200
"All players in hand choose to run it twice.",2023-08-22T05:10:01.925Z,169268100192501
"""AP @ QgKoltaull"" chooses to  run it twice.",2023-08-22T05:10:01.925Z,169268100192500
"""Hovz @ HXcCbLW4VE"" chooses to  run it twice.",2023-08-22T05:10:01.465Z,169268100146500
"Remaining players decide whether to run it twice.",2023-08-22T05:10:00.376Z,169268100037601
"""Hovz @ HXcCbLW4VE"" calls 93.00 and go all in",2023-08-22T05:10:00.376Z,169268100037600
"""AP @ QgKoltaull"" raises to 93.00",2023-08-22T05:09:52.254Z,169268099225400
"""Hovz @ HXcCbLW4VE"" raises to 12.00",2023-08-22T05:09:43.884Z,169268098388400
"""AP @ QgKoltaull"" bets 4.00",2023-08-22T05:09:36.783Z,169268097678300
"Turn: 8♠, 8♣, K♦ [J♥]",2023-08-22T05:09:31.605Z,169268097160500
"""Hovz @ HXcCbLW4VE"" calls 4.00",2023-08-22T05:09:30.786Z,169268097078600
"""AP @ QgKoltaull"" bets 4.00",2023-08-22T05:09:27.553Z,169268096755300
"Flop:  [8♠, 8♣, K♦]",2023-08-22T05:09:23.349Z,169268096334900
"""Hovz @ HXcCbLW4VE"" calls 4.00",2023-08-22T05:09:22.477Z,169268096247700
"""AP @ QgKoltaull"" raises to 4.00",2023-08-22T05:09:19.654Z,169268095965400
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:09:15.719Z,169268095571900
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:09:13.619Z,169268095361900
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:09:09.839Z,169268094983907
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T05:09:09.839Z,169268094983906
"Your hand is Q♠, 5♣",2023-08-22T05:09:09.839Z,169268094983905
"Player stacks: #1 ""AP @ QgKoltaull"" (111.90) | #2 ""Hovz @ HXcCbLW4VE"" (101.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (276.00) | #7 ""Douglas @ dH7QCutUI5"" (66.00)",2023-08-22T05:09:09.839Z,169268094983901
"-- starting hand #234 (id: 0ka24cilv77p)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:09:09.839Z,169268094983900
"-- ending hand #233 --",2023-08-22T05:09:06.836Z,169268094683602
"""Hovz @ HXcCbLW4VE"" collected 8.00 from pot",2023-08-22T05:09:06.836Z,169268094683601
"Uncalled bet of 3.00 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T05:09:06.836Z,169268094683600
"""AP @ QgKoltaull"" folds",2023-08-22T05:09:05.969Z,169268094596900
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:09:02.958Z,169268094295800
"""Hovz @ HXcCbLW4VE"" bets 3.00",2023-08-22T05:08:59.451Z,169268093945100
"""AP @ QgKoltaull"" checks",2023-08-22T05:08:55.550Z,169268093555000
"Flop:  [J♠, A♠, K♦]",2023-08-22T05:08:53.429Z,169268093342900
"""AP @ QgKoltaull"" calls 2.50",2023-08-22T05:08:52.581Z,169268093258100
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:08:48.062Z,169268092806200
"""Actionjackson @ 0OGSYDkE-B"" calls 2.50",2023-08-22T05:08:47.107Z,169268092710700
"""Hovz @ HXcCbLW4VE"" raises to 2.50",2023-08-22T05:08:40.330Z,169268092033000
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T05:08:36.001Z,169268091600107
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:08:36.001Z,169268091600106
"Your hand is 5♠, J♦",2023-08-22T05:08:36.001Z,169268091600105
"Player stacks: #1 ""AP @ QgKoltaull"" (114.40) | #2 ""Hovz @ HXcCbLW4VE"" (95.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (278.50) | #7 ""Douglas @ dH7QCutUI5"" (66.50)",2023-08-22T05:08:36.001Z,169268091600101
"-- starting hand #233 (id: ubzd0jxlolym)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:08:36.001Z,169268091600100
"-- ending hand #232 --",2023-08-22T05:08:33.010Z,169268091301002
"""Douglas @ dH7QCutUI5"" collected 1.00 from pot",2023-08-22T05:08:33.010Z,169268091301001
"Uncalled bet of 0.50 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:08:33.010Z,169268091301000
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:08:32.099Z,169268091209900
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:08:31.069Z,169268091106900
"""AP @ QgKoltaull"" folds",2023-08-22T05:08:29.844Z,169268090984400
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:08:28.416Z,169268090841607
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:08:28.416Z,169268090841606
"Your hand is 8♣, J♥",2023-08-22T05:08:28.416Z,169268090841605
"Player stacks: #1 ""AP @ QgKoltaull"" (114.40) | #2 ""Hovz @ HXcCbLW4VE"" (95.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (279.00) | #7 ""Douglas @ dH7QCutUI5"" (66.00)",2023-08-22T05:08:28.416Z,169268090841601
"-- starting hand #232 (id: m4kufiwbotrl)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:08:28.416Z,169268090841600
"""AP @ QgKoltaull"" shows a 4♠, 2♠.",2023-08-22T05:08:22.875Z,169268090287500
"-- ending hand #231 --",2023-08-22T05:08:21.851Z,169268090185102
"""Actionjackson @ 0OGSYDkE-B"" collected 16.00 from pot with Two Pair, J's & 5's (combination: J♠, J♦, 5♠, 5♥, A♣)",2023-08-22T05:08:21.851Z,169268090185101
"""Actionjackson @ 0OGSYDkE-B"" shows a 5♠, J♠.",2023-08-22T05:08:21.851Z,169268090185100
"""Hovz @ HXcCbLW4VE"" calls 3.00",2023-08-22T05:08:21.034Z,169268090103400
"""AP @ QgKoltaull"" folds",2023-08-22T05:08:18.586Z,169268089858600
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:08:17.691Z,169268089769100
"""Actionjackson @ 0OGSYDkE-B"" bets 3.00",2023-08-22T05:08:13.183Z,169268089318300
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:08:08.866Z,169268088886600
"River: A♣, Q♠, J♦, 6♥ [5♥]",2023-08-22T05:08:05.368Z,169268088536800
"""AP @ QgKoltaull"" checks",2023-08-22T05:08:04.559Z,169268088455900
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:08:02.869Z,169268088286900
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:08:01.998Z,169268088199800
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:08:00.438Z,169268088043800
"Turn: A♣, Q♠, J♦ [6♥]",2023-08-22T05:07:58.554Z,169268087855400
"""AP @ QgKoltaull"" checks",2023-08-22T05:07:57.724Z,169268087772400
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:07:53.928Z,169268087392800
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:07:52.251Z,169268087225100
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:07:50.806Z,169268087080600
"Flop:  [A♣, Q♠, J♦]",2023-08-22T05:07:48.595Z,169268086859500
"""Actionjackson @ 0OGSYDkE-B"" calls 2.50",2023-08-22T05:07:47.750Z,169268086775000
"""Hovz @ HXcCbLW4VE"" calls 2.50",2023-08-22T05:07:45.246Z,169268086524600
"""AP @ QgKoltaull"" calls 2.50",2023-08-22T05:07:39.497Z,169268085949700
"""Douglas @ dH7QCutUI5"" raises to 2.50",2023-08-22T05:07:38.276Z,169268085827600
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:07:36.068Z,169268085606807
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:07:36.068Z,169268085606806
"Your hand is 10♣, 8♣",2023-08-22T05:07:36.068Z,169268085606805
"Player stacks: #1 ""AP @ QgKoltaull"" (116.90) | #2 ""Hovz @ HXcCbLW4VE"" (101.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (268.50) | #7 ""Douglas @ dH7QCutUI5"" (68.50)",2023-08-22T05:07:36.068Z,169268085606801
"-- starting hand #231 (id: yfmaorershau)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T05:07:36.068Z,169268085606800
"""AP @ QgKoltaull"" shows a 2♣, A♥.",2023-08-22T05:07:31.798Z,169268085179800
"-- ending hand #230 --",2023-08-22T05:07:29.551Z,169268084955103
"""Hovz @ HXcCbLW4VE"" shows a 10♦, A♠.",2023-08-22T05:07:29.551Z,169268084955102
"""Douglas @ dH7QCutUI5"" collected 15.50 from pot with Pair, 7's (combination: 7♥, 7♠, A♣, 8♥, 5♣)",2023-08-22T05:07:29.551Z,169268084955101
"""Douglas @ dH7QCutUI5"" shows a A♣, 7♥.",2023-08-22T05:07:29.551Z,169268084955100
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:07:28.675Z,169268084867500
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:07:27.484Z,169268084748400
"River: 7♠, 8♥, 2♠, 5♣ [4♠]",2023-08-22T05:07:21.425Z,169268084142500
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:07:20.563Z,169268084056300
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:07:18.834Z,169268083883400
"Turn: 7♠, 8♥, 2♠ [5♣]",2023-08-22T05:07:14.711Z,169268083471100
"""Hovz @ HXcCbLW4VE"" calls 4.00",2023-08-22T05:07:13.896Z,169268083389600
"""Douglas @ dH7QCutUI5"" bets 4.00",2023-08-22T05:07:11.314Z,169268083131400
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:07:09.087Z,169268082908700
